grain_size,shear_strength,temperature,density,hardness,slope_angle,wind_speed,precipitation,depth,crystal_type,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,risk_level,profile_image
2.8973713224089863,21.99677718293001,-7.025534824923144,0.2092192442122609,2.136506395035066,30.762403179772967,4.429593208834563,7.355555246931129,148.34873681402198,2.7654021560133497,-0.6784947304872218,-1.178179687334277,1.1748140575856918,0.011736369721935848,-0.2242409555481863,-0.14342321645892908,0.8793072927089763,-0.3398211683082972,0.32183519002277045,0.2651070945122431,0.3482862476668184,2.5111325476900084,-1.357632444948907,2.198837038261284,-0.671373519459885,0.17087352874698206,-0.14134320547470453,-0.7837601693701695,1.7655926938255004,0.5947981962610709,-1.9805719675604068,-1.3194830401400899,0.7320142722401903,-0.519345073159584,Unstable,profile_0000.jpg
2.389388559063052,19.623168414563843,-5.433556012146553,0.31396149892204983,2.968796511060916,30.46585891616146,6.84534583131105,-0.3330428871106035,124.81748698122018,3.073412702410445,-0.3054994630536529,0.432850402519974,-1.8789809447538273,0.5274386518599967,-0.21083471865458023,-0.03265590374030994,0.039309198743465314,0.18213487101117645,-0.7813576956169462,-0.46052342116131384,0.28332359253566647,-0.019931561657245033,-0.1267892516659413,0.34335534838630294,-0.7137994661386983,0.01225543063154155,-1.182520022227632,1.164034397248306,0.6805505378190821,0.553489663557822,-1.054985646936872,0.9159628086021071,-1.6115656223375108,0.7032010546843693,Borderline,profile_0001.jpg
3.018150830480554,15.29815184960087,-7.377259762999884,0.3586394466578356,3.0180168720444467,17.04356827369985,5.2896990821287755,7.144236949666835,141.3812521273169,2.4986899121355446,-0.5973810610451429,1.110753172414642,-0.3277950558774631,-1.6110027678851675,2.2354274347569607,0.06429487858758168,-0.9123255140663579,1.3597718933283136,0.6913563810805253,-0.3381867169824685,-0.9365198458054912,-0.3125670580213269,1.1537685390885666,-0.23358973227799906,1.4254059323729322,-0.43115506641736445,-0.11970573304069894,0.7828775531887718,0.6742992460371041,3.3545733891663776,-0.587028406292586,-1.0627117606434355,-0.676345992474177,-0.37691501648456616,Stable,profile_0002.jpg
3.7184238851264206,11.765316111472131,-5.9238845889171206,0.588768765734019,3.4726303458434056,31.69909808298563,7.2600209062943115,4.298827826444824,185.736586375885,0.05750230903823006,0.11041804694611956,0.7551849738039433,-0.04166002338133474,-0.9198981704461536,0.8093109039313008,0.9468614616461799,-0.4624991531999693,-0.04470875675958535,-0.5903616918053307,-0.5760251704766678,0.5795842217637382,-0.5223599258541148,0.06865145707428366,0.9769828076619566,1.8644136638599977,-0.002526660847787268,0.1479956095400277,-0.02127284963109477,-0.8974266749486849,-1.0771308202318859,0.14966891092469145,1.014508030327775,-1.3680479592177142,-0.3273499603225963,Stable,profile_0003.jpg
2.3126773002213312,18.491116568067948,-10.680844000861356,0.45565531245337587,1.6331416367191736,42.328290818217454,8.929248446444056,7.122373132593143,213.8928327515257,1.8445775674722402,1.1971785314619128,1.0844775248572875,0.01590865839963108,-0.14817853349822913,2.480650917512143,-0.7472173084867436,0.34285346578164794,-0.8861126513476503,0.7495550374451283,1.9172595345040717,-1.490082675576618,0.3763670371991087,0.9390889436311305,0.8420688603779013,-0.9288824584101658,0.4908416254929437,0.5188345452809907,0.14433733724970335,1.7690620531528607,-0.6259847935034367,1.0241623266068782,0.010192915306325904,0.18930106084759718,-0.6434884536488127,Unstable,profile_0004.jpg
2.3126904344406554,16.967426927108747,-4.360118877881185,0.2664518430900109,3.5925672738473304,22.257678809232047,14.185772431656922,7.3307950770644865,178.52436654317867,0.8442924250830848,-0.7710421571412046,-0.21188953119824255,0.1804960560780812,-0.8866650346843747,-0.4969631329205013,-0.8463469915126599,1.818464378381593,-1.6196898655166265,-0.27411147538072145,1.4639007861743227,-0.6541843257603286,0.38658258917092975,-0.5921141213350033,-2.5188309549181844,-0.6689944324397042,-0.1261621289788396,0.07715802563167032,-0.00839801733434336,1.3767180946022886,0.815922285832554,0.6941359433717644,-0.5587573964470904,-1.3233443321242262,-0.8289407408028481,Stable,profile_0005.jpg
3.763370252405913,19.475966100138663,-4.996383573913327,0.44860362894176375,0.2956083683972248,45.484826510505926,8.394204806471487,9.823745183357472,155.0861604235885,1.797394227081926,1.000820497768414,-0.4666189681756455,0.6104398198094931,-0.8155917712191499,-0.08496659688814741,1.2366197421429752,-0.48401962319627845,0.5130478674102508,-1.7210471256296629,0.5552941900136158,-1.9990878128978078,0.9506278731265124,-0.8099168567891817,-0.002735556091113593,1.1425228195041448,0.41976763023027386,-0.8809494099975556,0.48700925917353893,-0.8435900228955672,-0.20026385920186315,-1.1793247984474855,1.6004017554481238,-1.9810471770732212,0.35417735389621,Stable,profile_0006.jpg
3.113947783322327,18.175859008409848,-7.451265893204572,0.24526960110616347,2.3701154476361896,39.87774821084338,2.0718714661520368,9.06036094286361,224.9005885152214,2.980004236133894,-0.7816720723468876,-0.736901352231799,-0.03540743904535086,-0.34986266307643743,-1.3321257652766474,-0.4626447418812982,0.8047874435273991,0.2472881256277393,-0.982416240480937,1.3253089972677385,1.5586265169628146,-0.9260621643490131,0.8488738302850475,-0.3945994667391139,0.5335199931423965,-0.8366687784230472,2.012030027571847,-0.7995016584556943,-0.47476324181487695,-0.4630509567317495,-0.3717122621656524,-0.0688549928182328,-0.23747733654357459,0.4837062946446253,Borderline,profile_0007.jpg
2.1244204912520384,20.247763576596675,-3.0222629947027846,0.5082691053887074,2.5117261575484555,27.65766678028962,15.700339232475802,9.039714987830887,134.3581763474239,2.3051508358749726,-0.8476272124968842,-0.05589646661359551,-0.3680582821436807,0.6495813316461732,-0.8095668020895723,-1.2630353535770662,-0.32805645067676004,-0.6459081732622967,-0.4304147086872844,0.7984613389778825,-0.23154949394529548,-0.31249487814126115,0.36926553465618983,0.39670569151391666,0.6764281053209221,-0.6038936511457048,0.8291267716215981,0.8625047333686432,1.254656044926688,0.9575114883231653,0.07637558870256657,-0.3618122932559792,-2.209079052487446,0.2271484375512827,Borderline,profile_0008.jpg
2.9340480348687716,12.32382394219716,-2.1872895871203246,0.35288753481821217,3.6333268260712384,33.584703626621526,5.814549331924802,9.331010957498716,201.54596691834536,3.1480908663974327,0.8185946183432132,-0.0785907959688194,-0.4075893446596956,-0.3427177768781444,1.901913148662501,-0.48512994209987004,0.11046875588613572,1.0260141257072977,1.3681890237485779,0.1812711595140552,2.1668840348163116,2.0305457232242023,-1.1855960077744592,-0.19365828029379034,0.8966012948530571,-0.7343205032739754,0.5527197446498667,0.3535658378908127,1.7961473783167576,-0.2665684363037206,-0.2622071244464994,0.9091179275980095,0.2587381947209566,-0.6161836055534412,Stable,profile_0009.jpg
